annot_exists,annot_path,ct:aptnum,ct:cell,ct:cellclump,ct:chamber,ct:channel,ct:marker,ct:stnum,ct:trap,image_name,image_path,pct:cell_to_cellclump,exclusion,group
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_000_APT_005Day2.xml,1.0,13.0,2.0,1.0,2.0,1.0,1.0,1.0,BF_ST_000_APT_005Day2.jpg,/lab/data/celldom/data/dataset02/BF_ST_000_APT_005Day2.jpg,1.0,,validation
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_000_APT_005Day3.xml,1.0,34.0,1.0,1.0,2.0,1.0,1.0,1.0,BF_ST_000_APT_005Day3.jpg,/lab/data/celldom/data/dataset02/BF_ST_000_APT_005Day3.jpg,0.9313497598016427,,validation
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_000_APT_005Day4.xml,1.0,101.0,1.0,1.0,2.0,1.0,1.0,1.0,BF_ST_000_APT_005Day4.jpg,/lab/data/celldom/data/dataset02/BF_ST_000_APT_005Day4.jpg,0.9613590939373751,,training
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_000_APT_006Day0.xml,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,BF_ST_000_APT_006Day0.jpg,/lab/data/celldom/data/dataset02/BF_ST_000_APT_006Day0.jpg,1.0,,validation
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_000_APT_006Day1.xml,1.0,6.0,2.0,1.0,2.0,1.0,1.0,1.0,BF_ST_000_APT_006Day1.jpg,/lab/data/celldom/data/dataset02/BF_ST_000_APT_006Day1.jpg,0.9237569060773481,,training
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_000_APT_006Day2.xml,1.0,10.0,2.0,1.0,2.0,1.0,1.0,1.0,BF_ST_000_APT_006Day2.jpg,/lab/data/celldom/data/dataset02/BF_ST_000_APT_006Day2.jpg,1.0,,validation
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_000_APT_006Day3.xml,1.0,20.0,2.0,1.0,2.0,1.0,1.0,1.0,BF_ST_000_APT_006Day3.jpg,/lab/data/celldom/data/dataset02/BF_ST_000_APT_006Day3.jpg,1.0,,training
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_000_APT_006Day4.xml,1.0,47.0,2.0,1.0,2.0,1.0,1.0,1.0,BF_ST_000_APT_006Day4.jpg,/lab/data/celldom/data/dataset02/BF_ST_000_APT_006Day4.jpg,1.0,,training
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_000_APT_007Day0.xml,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,BF_ST_000_APT_007Day0.jpg,/lab/data/celldom/data/dataset02/BF_ST_000_APT_007Day0.jpg,,,training
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_000_APT_007Day1.xml,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,BF_ST_000_APT_007Day1.jpg,/lab/data/celldom/data/dataset02/BF_ST_000_APT_007Day1.jpg,1.0,,validation
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_000_APT_007Day2.xml,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,BF_ST_000_APT_007Day2.jpg,/lab/data/celldom/data/dataset02/BF_ST_000_APT_007Day2.jpg,0.8309859154929577,,training
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_000_APT_007Day3.xml,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,BF_ST_000_APT_007Day3.jpg,/lab/data/celldom/data/dataset02/BF_ST_000_APT_007Day3.jpg,0.835,,training
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_000_APT_007Day4.xml,1.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,BF_ST_000_APT_007Day4.jpg,/lab/data/celldom/data/dataset02/BF_ST_000_APT_007Day4.jpg,0.9313850063532402,,training
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_000_APT_008Day0.xml,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,BF_ST_000_APT_008Day0.jpg,/lab/data/celldom/data/dataset02/BF_ST_000_APT_008Day0.jpg,1.0,,training
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_000_APT_008Day1.xml,1.0,10.0,2.0,1.0,2.0,1.0,1.0,1.0,BF_ST_000_APT_008Day1.jpg,/lab/data/celldom/data/dataset02/BF_ST_000_APT_008Day1.jpg,1.0,,training
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_000_APT_008Day2.xml,1.0,14.0,1.0,1.0,2.0,1.0,1.0,1.0,BF_ST_000_APT_008Day2.jpg,/lab/data/celldom/data/dataset02/BF_ST_000_APT_008Day2.jpg,0.9119621002763522,,training
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_000_APT_008Day3.xml,1.0,25.0,1.0,1.0,2.0,1.0,1.0,1.0,BF_ST_000_APT_008Day3.jpg,/lab/data/celldom/data/dataset02/BF_ST_000_APT_008Day3.jpg,0.957002457002457,,validation
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_000_APT_008Day4.xml,1.0,49.0,3.0,1.0,2.0,1.0,1.0,1.0,BF_ST_000_APT_008Day4.jpg,/lab/data/celldom/data/dataset02/BF_ST_000_APT_008Day4.jpg,0.9656929770043505,,training
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_000_APT_009Day0.xml,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,BF_ST_000_APT_009Day0.jpg,/lab/data/celldom/data/dataset02/BF_ST_000_APT_009Day0.jpg,,,training
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_000_APT_009Day1.xml,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,BF_ST_000_APT_009Day1.jpg,/lab/data/celldom/data/dataset02/BF_ST_000_APT_009Day1.jpg,,,training
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_000_APT_009Day2.xml,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,BF_ST_000_APT_009Day2.jpg,/lab/data/celldom/data/dataset02/BF_ST_000_APT_009Day2.jpg,,,training
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_000_APT_009Day3.xml,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,BF_ST_000_APT_009Day3.jpg,/lab/data/celldom/data/dataset02/BF_ST_000_APT_009Day3.jpg,,,training
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_000_APT_009Day4.xml,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,BF_ST_000_APT_009Day4.jpg,/lab/data/celldom/data/dataset02/BF_ST_000_APT_009Day4.jpg,,,training
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_000_APT_010Day0.xml,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,BF_ST_000_APT_010Day0.jpg,/lab/data/celldom/data/dataset02/BF_ST_000_APT_010Day0.jpg,1.0,,training
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_000_APT_010Day1.xml,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,BF_ST_000_APT_010Day1.jpg,/lab/data/celldom/data/dataset02/BF_ST_000_APT_010Day1.jpg,1.0,,training
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_000_APT_010Day2.xml,1.0,7.0,2.0,1.0,2.0,1.0,1.0,1.0,BF_ST_000_APT_010Day2.jpg,/lab/data/celldom/data/dataset02/BF_ST_000_APT_010Day2.jpg,1.0,,validation
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_000_APT_010Day3.xml,1.0,19.0,2.0,1.0,2.0,1.0,1.0,1.0,BF_ST_000_APT_010Day3.jpg,/lab/data/celldom/data/dataset02/BF_ST_000_APT_010Day3.jpg,0.981242672919109,,training
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_000_APT_010Day4.xml,1.0,41.0,2.0,1.0,2.0,1.0,1.0,1.0,BF_ST_000_APT_010Day4.jpg,/lab/data/celldom/data/dataset02/BF_ST_000_APT_010Day4.jpg,1.0,,validation
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_001_APT_000Day0.xml,1.0,5.0,0.0,1.0,0.0,1.0,1.0,0.0,BF_ST_001_APT_000Day0.jpg,/lab/data/celldom/data/dataset02/BF_ST_001_APT_000Day0.jpg,,Channel Count != 2,external
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_001_APT_000Day1.xml,1.0,8.0,1.0,1.0,0.0,1.0,1.0,0.0,BF_ST_001_APT_000Day1.jpg,/lab/data/celldom/data/dataset02/BF_ST_001_APT_000Day1.jpg,0.9857988165680474,Channel Count != 2,external
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_001_APT_000Day2.xml,1.0,19.0,2.0,1.0,0.0,1.0,1.0,0.0,BF_ST_001_APT_000Day2.jpg,/lab/data/celldom/data/dataset02/BF_ST_001_APT_000Day2.jpg,0.8566433566433567,Channel Count != 2,external
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_001_APT_000Day3.xml,1.0,55.0,1.0,1.0,0.0,1.0,1.0,0.0,BF_ST_001_APT_000Day3.jpg,/lab/data/celldom/data/dataset02/BF_ST_001_APT_000Day3.jpg,0.9469221937649033,Channel Count != 2,external
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_001_APT_001Day0.xml,1.0,4.0,2.0,1.0,0.0,1.0,1.0,0.0,BF_ST_001_APT_001Day0.jpg,/lab/data/celldom/data/dataset02/BF_ST_001_APT_001Day0.jpg,0.9329073482428115,Channel Count != 2,external
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_001_APT_001Day1.xml,1.0,14.0,1.0,1.0,0.0,1.0,1.0,0.0,BF_ST_001_APT_001Day1.jpg,/lab/data/celldom/data/dataset02/BF_ST_001_APT_001Day1.jpg,0.9717444717444718,Channel Count != 2,external
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_001_APT_001Day2.xml,1.0,34.0,1.0,1.0,0.0,1.0,1.0,0.0,BF_ST_001_APT_001Day2.jpg,/lab/data/celldom/data/dataset02/BF_ST_001_APT_001Day2.jpg,0.9255244755244755,Channel Count != 2,external
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_001_APT_001Day3.xml,1.0,105.0,1.0,1.0,0.0,1.0,1.0,0.0,BF_ST_001_APT_001Day3.jpg,/lab/data/celldom/data/dataset02/BF_ST_001_APT_001Day3.jpg,0.961810708985044,Channel Count != 2,external
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_001_APT_002Day0.xml,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,BF_ST_001_APT_002Day0.jpg,/lab/data/celldom/data/dataset02/BF_ST_001_APT_002Day0.jpg,0.9050131926121372,Channel Count != 2,external
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_001_APT_002Day1.xml,1.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,BF_ST_001_APT_002Day1.jpg,/lab/data/celldom/data/dataset02/BF_ST_001_APT_002Day1.jpg,0.9679911699779249,Channel Count != 2,external
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_001_APT_002Day2.xml,1.0,12.0,1.0,1.0,0.0,1.0,1.0,0.0,BF_ST_001_APT_002Day2.jpg,/lab/data/celldom/data/dataset02/BF_ST_001_APT_002Day2.jpg,0.9766637856525497,Channel Count != 2,external
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_001_APT_002Day3.xml,1.0,38.0,1.0,1.0,0.0,1.0,1.0,0.0,BF_ST_001_APT_002Day3.jpg,/lab/data/celldom/data/dataset02/BF_ST_001_APT_002Day3.jpg,0.9667458432304038,Channel Count != 2,external
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_001_APT_002Day4.xml,1.0,100.0,1.0,1.0,0.0,1.0,1.0,0.0,BF_ST_001_APT_002Day4.jpg,/lab/data/celldom/data/dataset02/BF_ST_001_APT_002Day4.jpg,0.9783856392721944,Channel Count != 2,external
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_001_APT_003Day0.xml,1.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,BF_ST_001_APT_003Day0.jpg,/lab/data/celldom/data/dataset02/BF_ST_001_APT_003Day0.jpg,1.0,Channel Count != 2,external
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_001_APT_003Day1.xml,1.0,4.0,2.0,1.0,0.0,1.0,1.0,0.0,BF_ST_001_APT_003Day1.jpg,/lab/data/celldom/data/dataset02/BF_ST_001_APT_003Day1.jpg,0.9635036496350365,Channel Count != 2,external
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_001_APT_003Day2.xml,1.0,7.0,1.0,1.0,0.0,1.0,1.0,0.0,BF_ST_001_APT_003Day2.jpg,/lab/data/celldom/data/dataset02/BF_ST_001_APT_003Day2.jpg,0.9670588235294117,Channel Count != 2,external
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_001_APT_003Day3.xml,1.0,20.0,1.0,1.0,0.0,1.0,1.0,0.0,BF_ST_001_APT_003Day3.jpg,/lab/data/celldom/data/dataset02/BF_ST_001_APT_003Day3.jpg,0.9401563263312164,Channel Count != 2,external
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_001_APT_003Day4.xml,1.0,38.0,2.0,1.0,0.0,1.0,1.0,0.0,BF_ST_001_APT_003Day4.jpg,/lab/data/celldom/data/dataset02/BF_ST_001_APT_003Day4.jpg,0.9230769230769231,Channel Count != 2,external
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_001_APT_004Day0.xml,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,BF_ST_001_APT_004Day0.jpg,/lab/data/celldom/data/dataset02/BF_ST_001_APT_004Day0.jpg,1.0,Channel Count != 2,external
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_001_APT_004Day1.xml,1.0,5.0,2.0,1.0,0.0,1.0,1.0,0.0,BF_ST_001_APT_004Day1.jpg,/lab/data/celldom/data/dataset02/BF_ST_001_APT_004Day1.jpg,1.0,Channel Count != 2,external
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_001_APT_004Day2.xml,0.0,13.0,2.0,1.0,0.0,0.0,0.0,0.0,BF_ST_001_APT_004Day2.jpg,/lab/data/celldom/data/dataset02/BF_ST_001_APT_004Day2.jpg,0.959942084942085,Channel Count != 2,external
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_001_APT_004Day3.xml,1.0,15.0,2.0,1.0,0.0,1.0,1.0,0.0,BF_ST_001_APT_004Day3.jpg,/lab/data/celldom/data/dataset02/BF_ST_001_APT_004Day3.jpg,0.9361296472831268,Channel Count != 2,external
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_001_APT_004Day4.xml,1.0,28.0,1.0,1.0,0.0,1.0,1.0,0.0,BF_ST_001_APT_004Day4.jpg,/lab/data/celldom/data/dataset02/BF_ST_001_APT_004Day4.jpg,0.9424318507890961,Channel Count != 2,external
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_001_APT_005Day0.xml,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,BF_ST_001_APT_005Day0.jpg,/lab/data/celldom/data/dataset02/BF_ST_001_APT_005Day0.jpg,1.0,Channel Count != 2,external
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_001_APT_005Day1.xml,1.0,9.0,2.0,1.0,0.0,1.0,1.0,0.0,BF_ST_001_APT_005Day1.jpg,/lab/data/celldom/data/dataset02/BF_ST_001_APT_005Day1.jpg,1.0,Channel Count != 2,external
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_001_APT_005Day2.xml,1.0,20.0,2.0,1.0,0.0,1.0,1.0,0.0,BF_ST_001_APT_005Day2.jpg,/lab/data/celldom/data/dataset02/BF_ST_001_APT_005Day2.jpg,0.9486486486486486,Channel Count != 2,external
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_001_APT_005Day3.xml,1.0,75.0,2.0,1.0,0.0,1.0,1.0,0.0,BF_ST_001_APT_005Day3.jpg,/lab/data/celldom/data/dataset02/BF_ST_001_APT_005Day3.jpg,1.0,Channel Count != 2,external
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_001_APT_005Day4.xml,1.0,156.0,2.0,1.0,0.0,1.0,1.0,0.0,BF_ST_001_APT_005Day4.jpg,/lab/data/celldom/data/dataset02/BF_ST_001_APT_005Day4.jpg,1.0,Channel Count != 2,external
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_001_APT_006Day0.xml,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,BF_ST_001_APT_006Day0.jpg,/lab/data/celldom/data/dataset02/BF_ST_001_APT_006Day0.jpg,1.0,Channel Count != 2,external
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_001_APT_006Day1.xml,1.0,10.0,2.0,1.0,0.0,1.0,1.0,0.0,BF_ST_001_APT_006Day1.jpg,/lab/data/celldom/data/dataset02/BF_ST_001_APT_006Day1.jpg,1.0,Channel Count != 2,external
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_001_APT_006Day2.xml,1.0,23.0,1.0,1.0,0.0,1.0,1.0,0.0,BF_ST_001_APT_006Day2.jpg,/lab/data/celldom/data/dataset02/BF_ST_001_APT_006Day2.jpg,0.9780132450331126,Channel Count != 2,external
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_001_APT_006Day3.xml,1.0,62.0,1.0,1.0,0.0,1.0,1.0,0.0,BF_ST_001_APT_006Day3.jpg,/lab/data/celldom/data/dataset02/BF_ST_001_APT_006Day3.jpg,0.9795124727307218,Channel Count != 2,external
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_001_APT_006Day4.xml,1.0,72.0,1.0,1.0,0.0,1.0,1.0,0.0,BF_ST_001_APT_006Day4.jpg,/lab/data/celldom/data/dataset02/BF_ST_001_APT_006Day4.jpg,0.9828431372549019,Channel Count != 2,external
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_001_APT_007Day0.xml,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,BF_ST_001_APT_007Day0.jpg,/lab/data/celldom/data/dataset02/BF_ST_001_APT_007Day0.jpg,1.0,Channel Count != 2,external
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_001_APT_007Day1.xml,1.0,12.0,1.0,1.0,0.0,1.0,1.0,0.0,BF_ST_001_APT_007Day1.jpg,/lab/data/celldom/data/dataset02/BF_ST_001_APT_007Day1.jpg,0.9704939063502245,Channel Count != 2,external
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_001_APT_007Day2.xml,1.0,26.0,2.0,1.0,2.0,1.0,1.0,0.0,BF_ST_001_APT_007Day2.jpg,/lab/data/celldom/data/dataset02/BF_ST_001_APT_007Day2.jpg,1.0,Trap Count != 1,external
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_001_APT_007Day3.xml,1.0,65.0,1.0,1.0,2.0,1.0,1.0,1.0,BF_ST_001_APT_007Day3.jpg,/lab/data/celldom/data/dataset02/BF_ST_001_APT_007Day3.jpg,0.9693231077025676,,validation
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_001_APT_007Day4.xml,1.0,15.0,2.0,1.0,2.0,1.0,1.0,1.0,BF_ST_001_APT_007Day4.jpg,/lab/data/celldom/data/dataset02/BF_ST_001_APT_007Day4.jpg,0.14840989399293286,Cell to Clump Ratio < 0.8,external
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_001_APT_008Day0.xml,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,BF_ST_001_APT_008Day0.jpg,/lab/data/celldom/data/dataset02/BF_ST_001_APT_008Day0.jpg,1.0,,training
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_001_APT_008Day1.xml,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,BF_ST_001_APT_008Day1.jpg,/lab/data/celldom/data/dataset02/BF_ST_001_APT_008Day1.jpg,0.9540816326530612,,training
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_001_APT_008Day2.xml,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,BF_ST_001_APT_008Day2.jpg,/lab/data/celldom/data/dataset02/BF_ST_001_APT_008Day2.jpg,0.9768518518518519,,training
True,/lab/data/celldom/data/dataset02/annotations/BF_ST_001_APT_008Day3.xml,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,BF_ST_001_APT_008Day3.jpg,/lab/data/celldom/data/dataset02/BF_ST_001_APT_008Day3.jpg,1.0,,validation
